Stock A,Stock B,Correlation,Lag,Category
BAJAJHLDNG.NS,IOC.NS,-0.9208412848793537,77,Negative
BAJAJHLDNG.NS,GRASIM.NS,0.8220544015366377,-48,Positive
BAJAJHLDNG.NS,TVSMOTOR.NS,0.7851510339946794,-120,Positive
BAJAJHLDNG.NS,HEROMOTOCO.NS,-0.918840321648619,76,Negative
BAJAJHLDNG.NS,MOTHERSON.NS,-0.9268749924166116,89,Negative
BAJAJHLDNG.NS,DLF.NS,-0.7583900514391265,88,Negative
BAJAJHLDNG.NS,BPCL.NS,-0.9384659709089713,91,Negative
BAJAJHLDNG.NS,JSWENERGY.NS,-0.8654429378118466,101,Negative
BAJAJHLDNG.NS,BAJAJ-AUTO.NS,0.7910802207714122,-106,Positive
BAJAJHLDNG.NS,M&M.NS,0.9028804275886855,-53,Positive
BAJAJHLDNG.NS,TRENT.NS,0.8468680568939617,-84,Positive
BAJAJHLDNG.NS,TATAPOWER.NS,-0.8699643396189498,89,Negative
BAJAJHLDNG.NS,ABB.NS,-0.8677527004230421,91,Negative
BAJAJHLDNG.NS,SIEMENS.NS,0.8288883369309142,-51,Positive
BAJAJHLDNG.NS,BHEL.NS,-0.907662929902097,37,Negative
BAJAJHLDNG.NS,ULTRACEMCO.NS,0.7983641502173421,-44,Positive
BAJAJHLDNG.NS,HAVELLS.NS,-0.8857357829826551,79,Negative
BAJAJHLDNG.NS,VBL.NS,-0.6026236951580881,120,Negative
CHOLAFIN.NS,BAJAJFINSV.NS,0.6099393699159689,0,Positive
CHOLAFIN.NS,BAJFINANCE.NS,0.5575629182079217,97,Positive
CHOLAFIN.NS,INDUSINDBK.NS,-0.8787122090686529,120,Negative
CHOLAFIN.NS,HINDALCO.NS,0.7747649145515865,8,Positive
CHOLAFIN.NS,COALINDIA.NS,-0.9083458077795278,108,Negative
CHOLAFIN.NS,HDFCBANK.NS,0.78234415955404,51,Positive
CHOLAFIN.NS,SUNPHARMA.NS,0.8104175931770549,62,Positive
CHOLAFIN.NS,ZOMATO.NS,0.8905942600079834,52,Positive
CHOLAFIN.NS,AXISBANK.NS,-0.7897613193815138,85,Negative
CHOLAFIN.NS,JSWSTEEL.NS,0.6790413625609538,1,Positive
CHOLAFIN.NS,ICICIGI.NS,-0.8413087700181413,113,Negative
CHOLAFIN.NS,NAUKRI.NS,0.9052959237966937,57,Positive
CHOLAFIN.NS,NESTLEIND.NS,-0.8017519908841189,120,Negative
CHOLAFIN.NS,RELIANCE.NS,-0.8996452015330364,107,Negative
CHOLAFIN.NS,INDIGO.NS,0.8401638646278359,-2,Positive
CHOLAFIN.NS,BHARTIARTL.NS,0.6673615800889509,70,Positive
CHOLAFIN.NS,ICICIBANK.NS,0.8079890282836527,53,Positive
CHOLAFIN.NS,WIPRO.NS,0.8832688241776778,100,Positive
CHOLAFIN.NS,POWERGRID.NS,-0.7938009822745703,-118,Negative
CHOLAFIN.NS,TITAN.NS,0.825146678170406,-120,Positive
CHOLAFIN.NS,ATGL.NS,-0.9077175939335577,94,Negative
CHOLAFIN.NS,SHREECEM.NS,0.6895021976008389,-52,Positive
CHOLAFIN.NS,ADANIPORTS.NS,-0.897468922805918,107,Negative
CHOLAFIN.NS,SBILIFE.NS,-0.9011080842018664,120,Negative
CHOLAFIN.NS,DRREDDY.NS,-0.8557657578385834,-80,Negative
CHOLAFIN.NS,TATACONSUM.NS,-0.81840638288534,120,Negative
CHOLAFIN.NS,INFY.NS,0.8022076179164813,55,Positive
CHOLAFIN.NS,BRITANNIA.NS,-0.8557016326848701,120,Negative
CHOLAFIN.NS,ZYDUSLIFE.NS,-0.893488204408994,100,Negative
CHOLAFIN.NS,ADANIENT.NS,-0.8870066257238517,109,Negative
CHOLAFIN.NS,HAL.NS,-0.8350695561883814,94,Negative
CHOLAFIN.NS,ADANIENSOL.NS,-0.9106458169836427,109,Negative
CHOLAFIN.NS,LODHA.NS,-0.6612095996279129,-114,Negative
CHOLAFIN.NS,TCS.NS,-0.7946939478329538,-80,Negative
CHOLAFIN.NS,JINDALSTEL.NS,-0.7716894981786688,-120,Negative
CHOLAFIN.NS,ITC.NS,-0.8254926655051342,108,Negative
CHOLAFIN.NS,TATASTEEL.NS,-0.8397503640214216,85,Negative
CHOLAFIN.NS,HINDUNILVR.NS,-0.8971702668548476,120,Negative
CHOLAFIN.NS,HDFCLIFE.NS,-0.8763014623371683,120,Negative
CHOLAFIN.NS,BANKBARODA.NS,0.8003055014620112,-70,Positive
CHOLAFIN.NS,PFC.NS,-0.8414376632332938,88,Negative
CHOLAFIN.NS,DMART.NS,-0.8545345691868569,113,Negative
CHOLAFIN.NS,SBIN.NS,-0.8188452255869256,-120,Negative
CHOLAFIN.NS,GODREJCP.NS,-0.9306807655967189,120,Negative
CHOLAFIN.NS,UNITDSPR.NS,0.8580985456569893,57,Positive
CHOLAFIN.NS,UNIONBANK.NS,-0.8232747732155478,83,Negative
CHOLAFIN.NS,KOTAKBANK.NS,-0.7094762346099053,-85,Negative
CHOLAFIN.NS,ADANIPOWER.NS,-0.9141455620107153,109,Negative
CHOLAFIN.NS,BOSCHLTD.NS,0.6797437994996921,16,Positive
CHOLAFIN.NS,HCLTECH.NS,0.9098208732386049,60,Positive
CHOLAFIN.NS,MARUTI.NS,-0.6340463396339708,55,Negative
CHOLAFIN.NS,AMBUJACEM.NS,-0.9054384709673523,107,Negative
CHOLAFIN.NS,NTPC.NS,-0.8095732407012307,120,Negative
CHOLAFIN.NS,LT.NS,-0.44337929495452333,89,No Correlation
CHOLAFIN.NS,ASIANPAINT.NS,-0.9029606111594561,120,Negative
CHOLAFIN.NS,RECLTD.NS,-0.8742134546971972,90,Negative
CHOLAFIN.NS,APOLLOHOSP.NS,0.880634737885308,61,Positive
CHOLAFIN.NS,PIDILITIND.NS,-0.7086029276984569,120,Negative
CHOLAFIN.NS,ICICIPRULI.NS,-0.8264193948101728,108,Negative
CHOLAFIN.NS,TORNTPHARM.NS,0.7676477672704192,56,Positive
CHOLAFIN.NS,PNB.NS,-0.8848816083324642,86,Negative
CHOLAFIN.NS,BEL.NS,-0.7796588937160239,-114,Negative
CHOLAFIN.NS,TECHM.NS,0.831609027632743,54,Positive
CHOLAFIN.NS,LICI.NS,-0.9192374138256594,90,Negative
CHOLAFIN.NS,CIPLA.NS,-0.8152543011502138,120,Negative
CHOLAFIN.NS,NHPC.NS,-0.9335204794407156,86,Negative
CHOLAFIN.NS,JIOFIN.NS,-0.7203722584421167,92,Negative
CHOLAFIN.NS,TATAMOTORS.NS,-0.9410143664427334,107,Negative
CHOLAFIN.NS,DABUR.NS,-0.8713910031414269,120,Negative
CHOLAFIN.NS,ONGC.NS,-0.9167587902693208,107,Negative
CHOLAFIN.NS,IRFC.NS,-0.877039426317366,87,Negative
CHOLAFIN.NS,DIVISLAB.NS,0.8503849693742062,81,Positive
CHOLAFIN.NS,GAIL.NS,-0.8785113080569881,96,Negative
CHOLAFIN.NS,LTIM.NS,0.8174856180155,52,Positive
CHOLAFIN.NS,IRCTC.NS,-0.8997926074159504,89,Negative
CHOLAFIN.NS,ADANIGREEN.NS,-0.9035214730094078,110,Negative
CHOLAFIN.NS,VEDL.NS,-0.8276675612448164,-120,Negative
CHOLAFIN.NS,EICHERMOT.NS,-0.7911966416468647,-120,Negative
CHOLAFIN.NS,CANBK.NS,-0.8394477657751729,87,Negative
CHOLAFIN.NS,IOC.NS,-0.9084318328910752,95,Negative
CHOLAFIN.NS,GRASIM.NS,0.7910765583670017,10,Positive
CHOLAFIN.NS,TVSMOTOR.NS,0.8073599680622388,0,Positive
CHOLAFIN.NS,HEROMOTOCO.NS,-0.9007308091196363,120,Negative
CHOLAFIN.NS,MOTHERSON.NS,0.8528601357304949,10,Positive
CHOLAFIN.NS,DLF.NS,-0.6704548577796455,101,Negative
CHOLAFIN.NS,BPCL.NS,-0.8763328640424715,110,Negative
CHOLAFIN.NS,JSWENERGY.NS,-0.734646770607408,102,Negative
CHOLAFIN.NS,BAJAJ-AUTO.NS,-0.8519830602792435,120,Negative
CHOLAFIN.NS,M&M.NS,-0.8043163148812951,-120,Negative
CHOLAFIN.NS,TRENT.NS,0.7588044366407186,48,Positive
CHOLAFIN.NS,TATAPOWER.NS,-0.6714934895743838,120,Negative
CHOLAFIN.NS,ABB.NS,-0.8198858868142234,-120,Negative
CHOLAFIN.NS,SIEMENS.NS,-0.8233493460015566,-120,Negative
CHOLAFIN.NS,BHEL.NS,-0.9417423531248641,89,Negative
CHOLAFIN.NS,ULTRACEMCO.NS,-0.7457234883513513,-95,Negative
CHOLAFIN.NS,HAVELLS.NS,-0.8231197771358231,-120,Negative
CHOLAFIN.NS,VBL.NS,-0.6834405217022932,-120,Negative
BAJAJFINSV.NS,BAJFINANCE.NS,0.8472757520974825,107,Positive
BAJAJFINSV.NS,INDUSINDBK.NS,-0.6790783695024862,70,Negative
BAJAJFINSV.NS,HINDALCO.NS,-0.8104263687407264,82,Negative
BAJAJFINSV.NS,COALINDIA.NS,-0.7122658907969965,72,Negative
BAJAJFINSV.NS,HDFCBANK.NS,0.6570413879935876,48,Positive
BAJAJFINSV.NS,SUNPHARMA.NS,0.6503698075592409,-3,Positive
BAJAJFINSV.NS,ZOMATO.NS,-0.6670948980982858,97,Negative
BAJAJFINSV.NS,AXISBANK.NS,-0.837967520342722,81,Negative
BAJAJFINSV.NS,JSWSTEEL.NS,0.6071996988683153,15,Positive
BAJAJFINSV.NS,ICICIGI.NS,0.6829840479113582,-13,Positive
BAJAJFINSV.NS,NAUKRI.NS,0.5787073484155596,56,Positive
BAJAJFINSV.NS,NESTLEIND.NS,-0.6490470300848588,73,Negative
BAJAJFINSV.NS,RELIANCE.NS,-0.6302667882409136,73,Negative
BAJAJFINSV.NS,INDIGO.NS,0.5285439877595366,-6,Positive
BAJAJFINSV.NS,BHARTIARTL.NS,0.6569908465810957,-1,Positive
BAJAJFINSV.NS,ICICIBANK.NS,0.5466666024155455,44,Positive
BAJAJFINSV.NS,WIPRO.NS,0.6675553083105302,66,Positive
BAJAJFINSV.NS,POWERGRID.NS,-0.8011921899258967,94,Negative
BAJAJFINSV.NS,TITAN.NS,0.7302834656356741,-119,Positive
BAJAJFINSV.NS,ATGL.NS,-0.5855538390986978,89,Negative
BAJAJFINSV.NS,SHREECEM.NS,0.7278905642167839,107,Positive
BAJAJFINSV.NS,ADANIPORTS.NS,-0.6978404823454025,78,Negative
BAJAJFINSV.NS,SBILIFE.NS,-0.5927672967017027,69,Negative
BAJAJFINSV.NS,DRREDDY.NS,0.7413114247530164,-28,Positive
BAJAJFINSV.NS,TATACONSUM.NS,-0.7553817854410934,53,Negative
BAJAJFINSV.NS,INFY.NS,0.6362995220884092,-27,Positive
BAJAJFINSV.NS,BRITANNIA.NS,-0.6989984115732444,55,Negative
BAJAJFINSV.NS,ZYDUSLIFE.NS,0.5825174798011513,-36,Positive
BAJAJFINSV.NS,ADANIENT.NS,-0.6624361560856603,78,Negative
BAJAJFINSV.NS,HAL.NS,-0.7076470488920943,95,Negative
BAJAJFINSV.NS,ADANIENSOL.NS,-0.6374140061080849,56,Negative
BAJAJFINSV.NS,LODHA.NS,-0.7264843671981883,-120,Negative
BAJAJFINSV.NS,TCS.NS,0.7219922097160095,-25,Positive
BAJAJFINSV.NS,JINDALSTEL.NS,-0.6943081472120103,87,Negative
BAJAJFINSV.NS,ITC.NS,-0.7524473478672571,94,Negative
BAJAJFINSV.NS,TATASTEEL.NS,-0.7868880303610772,83,Negative
BAJAJFINSV.NS,HINDUNILVR.NS,-0.6289003243256971,75,Negative
BAJAJFINSV.NS,HDFCLIFE.NS,-0.5856266323791257,86,Negative
BAJAJFINSV.NS,BANKBARODA.NS,-0.8022025851612882,90,Negative
BAJAJFINSV.NS,PFC.NS,-0.6969450691967651,86,Negative
BAJAJFINSV.NS,DMART.NS,-0.6509339550546722,53,Negative
BAJAJFINSV.NS,SBIN.NS,0.7514550870250957,-51,Positive
BAJAJFINSV.NS,GODREJCP.NS,-0.6927517039275329,72,Negative
BAJAJFINSV.NS,UNITDSPR.NS,0.553480395061597,-12,Positive
BAJAJFINSV.NS,UNIONBANK.NS,-0.583882059468,-10,Negative
BAJAJFINSV.NS,KOTAKBANK.NS,0.7683018397152598,102,Positive
BAJAJFINSV.NS,ADANIPOWER.NS,-0.6986219157892675,-120,Negative
BAJAJFINSV.NS,BOSCHLTD.NS,-0.8528248861841125,92,Negative
BAJAJFINSV.NS,HCLTECH.NS,0.5415409415533847,50,Positive
BAJAJFINSV.NS,MARUTI.NS,-0.7907479221524106,40,Negative
BAJAJFINSV.NS,AMBUJACEM.NS,-0.599282102001354,89,Negative
BAJAJFINSV.NS,NTPC.NS,-0.7716868361489362,80,Negative
BAJAJFINSV.NS,LT.NS,-0.6261530612531067,106,Negative
BAJAJFINSV.NS,ASIANPAINT.NS,-0.755265042782488,72,Negative
BAJAJFINSV.NS,RECLTD.NS,-0.7190659607440896,90,Negative
BAJAJFINSV.NS,APOLLOHOSP.NS,-0.5659482748765107,101,Negative
BAJAJFINSV.NS,PIDILITIND.NS,-0.8271400413334857,81,Negative
BAJAJFINSV.NS,ICICIPRULI.NS,-0.7591644044783823,97,Negative
BAJAJFINSV.NS,TORNTPHARM.NS,0.6565355577384968,-17,Positive
BAJAJFINSV.NS,PNB.NS,-0.5765261292428296,6,Negative
BAJAJFINSV.NS,BEL.NS,0.7235418960443469,-53,Positive
BAJAJFINSV.NS,TECHM.NS,0.5163397027016092,53,Positive
